시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동,산여부,법정동코드,PNU,경도,위도,좌표조회방식,좌표조회에러
부산광역시 북구 덕천동,321-2,321,2,(321-2),월세,13.3,202602,"1,000",30,4,2015,부산광역시,북구,덕천동,0,2632010400,2632010400003210002,129.01041671005368,35.21417706936827,parcel_address,
부산광역시 남구 문현동,205-22,205,22,리치빌,월세,19.17,202602,300,39,3,2013,부산광역시,남구,문현동,0,2629010900,2629010900002050022,129.07264479606567,35.138251001213504,parcel_address,
부산광역시 영도구 동삼동,867-3,867,3,하리타운D동,월세,19.86,202602,"1,000",33,2,2013,부산광역시,영도구,동삼동,0,2620012100,2620012100008670003,129.08200872119602,35.06771334061352,parcel_address,
부산광역시 영도구 동삼동,330-10,330,10,대성아르빌6차,월세,17.72,202602,500,30,3,2011,부산광역시,영도구,동삼동,0,2620012100,2620012100003300010,129.07047143078128,35.076982396240055,parcel_address,
부산광역시 남구 용당동,566-4,566,4,지비오-2,월세,13.5,202602,"1,000",40,4,2001,부산광역시,남구,용당동,0,2629010800,2629010800005660004,129.09743285627025,35.12365241008342,parcel_address,
부산광역시 부산진구 전포동,363-57,363,57,월드빌,월세,16.885,202602,500,43,3,2011,부산광역시,부산진구,전포동,0,2623010200,2623010200003630057,129.0662868548041,35.15163729978259,parcel_address,
부산광역시 사하구 다대동,186-2,186,2,스킨빌,월세,12.81,202602,300,30,4,2013,부산광역시,사하구,다대동,0,2638010600,2638010600001860002,128.97364888141135,35.058520684075745,parcel_address,
부산광역시 사하구 하단동,496-22,496,22,동아파크,월세,13.02,202602,500,42,4,2021,부산광역시,사하구,하단동,0,2638010300,2638010300004960022,128.966252725812,35.112160526016616,parcel_address,
부산광역시 사하구 하단동,1185-3,1185,3,그레이트빌,월세,28.56,202602,"2,000",40,2,2016,부산광역시,사하구,하단동,0,2638010300,2638010300011850003,128.95734917187752,35.09919407545912,parcel_address,
부산광역시 수영구 남천동,36-8,36,8,푸른마을,월세,18.675,202602,500,32,5,2012,부산광역시,수영구,남천동,0,2650010500,2650010500000360008,129.11138622298492,35.14850244933835,parcel_address,
부산광역시 사상구 덕포동,97-12,97,12,영빌리지3,월세,19.6,202602,500,38,3,2016,부산광역시,사상구,덕포동,0,2653010300,2653010300000970012,128.9879142126012,35.16934109051351,parcel_address,
부산광역시 수영구 수영동,451-16,451,16,센텀스위트,월세,20.68,202602,"2,000",25,7,2017,부산광역시,수영구,수영동,0,2650010200,2650010200004510016,129.11314277091162,35.16923183460649,parcel_address,
부산광역시 수영구 수영동,453-15,453,15,스카이빌,월세,18.55,202602,300,30,6,2011,부산광역시,수영구,수영동,0,2650010200,2650010200004530015,129.1130817378915,35.169624857165346,parcel_address,
부산광역시 사상구 감전동,119-23,119,23,명성빌,월세,18.92,202602,500,37,3,2015,부산광역시,사상구,감전동,0,2653010500,2653010500001190023,128.98762565644972,35.15542228388847,parcel_address,
부산광역시 사상구 감전동,121-14,121,14,세종에이클래스,월세,22.86,202602,"2,300",40,8,2019,부산광역시,사상구,감전동,0,2653010500,2653010500001210014,128.9847451419392,35.15696448111342,parcel_address,
부산광역시 사상구 덕포동,97-12,97,12,영빌리지3,월세,19.6,202602,500,38,3,2016,부산광역시,사상구,덕포동,0,2653010300,2653010300000970012,128.9879142126012,35.16934109051351,parcel_address,
부산광역시 사상구 덕포동,94-11,94,11,대동레미안화승빌,월세,15.31,202602,300,30,3,2016,부산광역시,사상구,덕포동,0,2653010300,2653010300000940011,128.98813902066377,35.16891802760205,parcel_address,
부산광역시 사상구 덕포동,94-11,94,11,대동레미안화승빌,월세,18.35,202602,300,30,4,2016,부산광역시,사상구,덕포동,0,2653010300,2653010300000940011,128.98813902066377,35.16891802760205,parcel_address,
부산광역시 수영구 광안동,128-11,128,11,모먼트리,전세,25.93,202602,"13,500",0,3,2020,부산광역시,수영구,광안동,0,2650010400,2650010400001280011,129.11931418023278,35.1600923747412,parcel_address,
부산광역시 수영구 광안동,1077-15,1077,15,명성로즈빌,월세,19.16,202602,300,34,2,2012,부산광역시,수영구,광안동,0,2650010400,2650010400010770015,129.11418972536256,35.16635356367391,parcel_address,
부산광역시 수영구 광안동,1040-16,1040,16,모르하우스2,전세,18.885,202602,"7,400",0,2,2017,부산광역시,수영구,광안동,0,2650010400,2650010400010400016,129.10902299231418,35.168636724701244,parcel_address,
부산광역시 수영구 광안동,120-270,120,270,송원에이스,월세,17.24,202602,500,27,3,2009,부산광역시,수영구,광안동,0,2650010400,2650010400001200270,129.11460302722196,35.15999918746385,parcel_address,
부산광역시 수영구 광안동,1077-18,1077,18,투섬오피스텔,월세,26.595,202602,500,34,4,2012,부산광역시,수영구,광안동,0,2650010400,2650010400010770018,129.11411115233767,35.16563098093074,parcel_address,
부산광역시 기장군 기장읍 청강리,80-1,80,1,가우디움1,월세,27.9271,202602,500,52,3,2021,부산광역시,기장군,기장읍,0,2671025000,2671025000000800001,129.21577177661015,35.24238456841759,parcel_address,
부산광역시 사상구 주례동,75-1,75,1,동국쉐르빌,월세,17.6623,202602,300,32,9,2017,부산광역시,사상구,주례동,0,2653010600,2653010600000750001,129.011817918426,35.149784114753786,parcel_address,
부산광역시 사상구 주례동,74-46,74,46,동이빌,월세,12.2266,202602,300,38,8,2018,부산광역시,사상구,주례동,0,2653010600,2653010600000740046,129.01207580617904,35.14975462916641,parcel_address,
부산광역시 사상구 주례동,92-496,92,496,아트빌,월세,22.8215,202602,"1,000",42,2,2017,부산광역시,사상구,주례동,0,2653010600,2653010600000920496,129.0099890775626,35.148150356875206,parcel_address,
부산광역시 사상구 주례동,166-37,166,37,동서센텀빌,월세,12.27,202602,300,26,1,2013,부산광역시,사상구,주례동,0,2653010600,2653010600001660037,129.01035334145547,35.147277017130676,parcel_address,
부산광역시 사상구 주례동,92-267,92,267,한일하우스,월세,18.42,202602,500,30,4,2014,부산광역시,사상구,주례동,0,2653010600,2653010600000920267,129.00984761277587,35.14779433035234,parcel_address,
부산광역시 사상구 주례동,92-249,92,249,JS나우빌,월세,14.565,202602,"1,000",29,2,2011,부산광역시,사상구,주례동,0,2653010600,2653010600000920249,129.00955731537383,35.14810752700648,parcel_address,
부산광역시 사상구 주례동,92-73,92,73,영원빌라,월세,27.18,202602,500,37,5,2002,부산광역시,사상구,주례동,0,2653010600,2653010600000920073,129.0088684195933,35.146903786415244,parcel_address,
부산광역시 연제구 연산동,632-5,632,5,트라움하우스12차,월세,21.71,202602,500,34,3,2017,부산광역시,연제구,연산동,0,2647010200,2647010200006320005,129.08638740634066,35.18596603380762,parcel_address,
부산광역시 연제구 연산동,1503-32,1503,32,꿈에그린,월세,19.85,202602,500,31,3,2013,부산광역시,연제구,연산동,0,2647010200,2647010200015030032,129.07500287414246,35.18262084614805,parcel_address,
부산광역시 연제구 연산동,716-13,716,13,옛동산빌A,전세,24.76,202602,"6,800",0,3,2011,부산광역시,연제구,연산동,0,2647010200,2647010200007160013,129.08156554094688,35.181909743911405,parcel_address,
부산광역시 연제구 연산동,665-70,665,70,청목가을처럼,월세,18.24,202602,100,39,4,2013,부산광역시,연제구,연산동,0,2647010200,2647010200006650070,129.08676312533703,35.17767436540352,parcel_address,
부산광역시 연제구 연산동,1503-32,1503,32,꿈에그린,월세,19.85,202602,500,31,3,2013,부산광역시,연제구,연산동,0,2647010200,2647010200015030032,129.07500287414246,35.18262084614805,parcel_address,
부산광역시 연제구 연산동,621-2,621,2,연제베스트빌,월세,18.55,202602,300,32,4,2012,부산광역시,연제구,연산동,0,2647010200,2647010200006210002,129.08641975795751,35.18699168746559,parcel_address,
부산광역시 연제구 연산동,329-22,329,22,스마일시티,월세,20.85,202602,500,28,4,2019,부산광역시,연제구,연산동,0,2647010200,2647010200003290022,129.08806838061935,35.18622473184759,parcel_address,
부산광역시 수영구 민락동,159-1,159,1,더코아,월세,19.77,202602,500,40,3,2010,부산광역시,수영구,민락동,0,2650010300,2650010300001590001,129.1230583958715,35.15984598169399,parcel_address,
부산광역시 수영구 광안동,1069-18,1069,18,오케이보람,월세,22.38,202602,"5,000",37,2,2016,부산광역시,수영구,광안동,0,2650010400,2650010400010690018,129.1127915080088,35.16718718932446,parcel_address,
부산광역시 사상구 감전동,290,290,0,스위트룸빌라,월세,27.44,202602,300,35,4,2003,부산광역시,사상구,감전동,0,2653010500,2653010500002900000,128.99279085400624,35.15729554317645,parcel_address,
부산광역시 수영구 광안동,1069-20,1069,20,도담Hi-View,월세,13.05,202602,"1,000",35,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400010690020,129.1125842073618,35.16719894477596,parcel_address,
부산광역시 사상구 주례동,149-27,149,27,경보포유,월세,23.6632,202602,"2,000",40,2,2017,부산광역시,사상구,주례동,0,2653010600,2653010600001490027,129.00954112129037,35.150266095173066,parcel_address,
부산광역시 금정구 장전동,74-17,74,17,예지마을2차,월세,15.98,202602,200,26,1,2003,부산광역시,금정구,장전동,0,2641010800,2641010800000740017,129.08052236788382,35.23824567148918,parcel_address,
부산광역시 금정구 장전동,263-2,263,2,센텀하우스,월세,15.6,202602,500,35,5,2012,부산광역시,금정구,장전동,0,2641010800,2641010800002630002,129.08514169208655,35.23679556265567,parcel_address,
부산광역시 금정구 장전동,134-13,134,13,힐링빌,월세,17.62,202602,500,36,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800001340013,129.0838914233185,35.23795666138662,parcel_address,
부산광역시 중구 보수동3가,29-16,29,16,수목하우스,월세,17.03,202602,"2,000",25,4,2013,부산광역시,중구,보수동3가,0,2611012200,2611012200000290016,129.02213200510255,35.10507131458186,parcel_address,
부산광역시 남구 대연동,569-24,569,24,오퍼스4,월세,14.27,202602,500,32,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600005690024,129.0992902071183,35.130577910994035,parcel_address,
부산광역시 남구 대연동,1733-1,1733,1,인터빌원룸,월세,19.32,202602,300,23,5,2003,부산광역시,남구,대연동,0,2629010600,2629010600017330001,129.09456421114373,35.1333128252542,parcel_address,
부산광역시 남구 대연동,6-8,6,8,대박세븐,월세,16.18,202602,"1,500",34,4,2012,부산광역시,남구,대연동,0,2629010600,2629010600000060008,129.1062255889063,35.138409774224016,parcel_address,
부산광역시 남구 대연동,510-3,510,3,오월의나무,월세,13.22,202602,300,39,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600005100003,129.09981416144356,35.13408824280762,parcel_address,
부산광역시 남구 대연동,987-86,987,86,산호빌,월세,19.65,202602,500,30,2,2011,부산광역시,남구,대연동,0,2629010600,2629010600009870086,129.0903143244222,35.132575520850565,parcel_address,
부산광역시 남구 대연동,43-58,43,58,SOHO,월세,25.23,202602,"1,000",38,3,2010,부산광역시,남구,대연동,0,2629010600,2629010600000430058,129.1040204570411,35.1361911153414,parcel_address,
부산광역시 남구 대연동,550-2,550,2,라임2025,월세,21.17,202602,"1,000",71,2,2025,부산광역시,남구,대연동,0,2629010600,2629010600005500002,129.1001487970783,35.13226400870553,parcel_address,
부산광역시 부산진구 양정동,145-16,145,16,양정수목하우스,월세,19.14,202602,500,39,8,2016,부산광역시,부산진구,양정동,0,2623010100,2623010100001450016,129.07453586831275,35.17623389905671,parcel_address,
부산광역시 금정구 장전동,134-36,134,36,풀하우스,월세,18.54,202602,500,41,3,2012,부산광역시,금정구,장전동,0,2641010800,2641010800001340036,129.08372195580853,35.23851648322233,parcel_address,
부산광역시 금정구 남산동,97-2,97,2,영남골든파크,월세,20.633,202602,500,37,2,2013,부산광역시,금정구,남산동,0,2641010400,2641010400000970002,129.09028326360715,35.26862787318847,parcel_address,
부산광역시 부산진구 가야동,204-1,204,1,신성2,월세,15.3,202602,300,29,3,2002,부산광역시,부산진구,가야동,0,2623011000,2623011000002040001,129.03347624700166,35.152193527709585,parcel_address,
부산광역시 부산진구 개금동,177-189,177,189,아이리스7차,월세,18.8,202602,"3,000",30,3,2014,부산광역시,부산진구,개금동,0,2623011100,2623011100001770189,129.02240421266507,35.15137235753856,parcel_address,
부산광역시 남구 대연동,1464-24,1464,24,더샾시티,월세,14.69,202602,"1,000",40,4,2021,부산광역시,남구,대연동,0,2629010600,2629010600014640024,129.09067180221936,35.13844625256016,parcel_address,
부산광역시 남구 대연동,286-32,286,32,센텀뷰3,월세,12.33,202602,300,31,2,2012,부산광역시,남구,대연동,0,2629010600,2629010600002860032,129.0918380275987,35.138278690285716,parcel_address,
부산광역시 남구 대연동,363-8,363,8,시원하우스,월세,15.0325,202602,500,45,2,2020,부산광역시,남구,대연동,0,2629010600,2629010600003630008,129.09897012462977,35.13416715408703,parcel_address,
부산광역시 남구 대연동,333-6,333,6,골든파크(333-6),월세,15.4,202602,300,32,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600003330006,129.09433005063227,35.13492342106399,parcel_address,
부산광역시 연제구 거제동,38-1,38,1,엘리시움,월세,21.79,202602,"1,000",60,3,2024,부산광역시,연제구,거제동,0,2647010100,2647010100000380001,129.07510522756786,35.18703740872203,parcel_address,
부산광역시 금정구 장전동,145-11,145,11,에코빌,월세,14.44,202602,430,30,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800001450011,129.08261323030678,35.237193532431384,parcel_address,
부산광역시 사하구 하단동,492-47,492,47,린다포레스트2,월세,16.16,202602,"2,000",30,10,2019,부산광역시,사하구,하단동,0,2638010300,2638010300004920047,128.96547109919976,35.11244055000377,parcel_address,
부산광역시 남구 대연동,905-11,905,11,크리스탈,월세,13.48,202602,"2,000",30,5,2020,부산광역시,남구,대연동,0,2629010600,2629010600009050011,129.09841655914386,35.132394046409516,parcel_address,
부산광역시 남구 대연동,563-4,563,4,그레이스힐,월세,15.21,202602,500,31,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600005630004,129.1004619620616,35.13135321808752,parcel_address,
부산광역시 사하구 하단동,489-52,489,52,동아빌라트,월세,16.24,202602,100,20,5,2002,부산광역시,사하구,하단동,0,2638010300,2638010300004890052,128.96374923761536,35.111802608784586,parcel_address,
부산광역시 남구 대연동,555-18,555,18,대박누리,월세,12.28,202602,500,34,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600005550018,129.10058280105102,35.13172122831878,parcel_address,
부산광역시 부산진구 전포동,363-3,363,3,동성하늘채,월세,19.83,202602,"2,000",31,3,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200003630003,129.06643855765603,35.15174100848735,parcel_address,
부산광역시 금정구 장전동,145-11,145,11,에코빌,월세,18.38,202602,500,31,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800001450011,129.08261323030678,35.237193532431384,parcel_address,
부산광역시 사하구 하단동,504-31,504,31,(504-31),월세,17.6,202602,500,25,4,2012,부산광역시,사하구,하단동,0,2638010300,2638010300005040031,128.96493598130593,35.10982795222614,parcel_address,
부산광역시 남구 대연동,635-21,635,21,세인트로렌,월세,14.02,202602,700,48,3,2024,부산광역시,남구,대연동,0,2629010600,2629010600006350021,129.09732627876048,35.1326404418288,parcel_address,
부산광역시 중구 보수동3가,61-15,61,15,제니스빌,월세,19.66,202602,500,45,8,2013,부산광역시,중구,보수동3가,0,2611012200,2611012200000610015,129.02277928836008,35.10382546393619,parcel_address,
부산광역시 금정구 장전동,265-10,265,10,네버랜드201,월세,14.27,202602,"3,000",12,3,2016,부산광역시,금정구,장전동,0,2641010800,2641010800002650010,129.08486223044974,35.23588510134134,parcel_address,
부산광역시 남구 대연동,1749-13,1749,13,동원밸리,월세,14.82,202602,"2,000",20,2,2012,부산광역시,남구,대연동,0,2629010600,2629010600017490013,129.09013840513654,35.133803246356024,parcel_address,
부산광역시 남구 대연동,573-22,573,22,미리내,월세,19.11,202602,500,38,4,2011,부산광역시,남구,대연동,0,2629010600,2629010600005730022,129.09872370330672,35.13201380787091,parcel_address,
부산광역시 남구 대연동,1724-20,1724,20,햇살레미안,월세,29.77,202602,300,30,4,2010,부산광역시,남구,대연동,0,2629010600,2629010600017240020,129.09545428843046,35.13294887990381,parcel_address,
부산광역시 남구 대연동,573-22,573,22,미리내,월세,19.11,202602,500,38,4,2011,부산광역시,남구,대연동,0,2629010600,2629010600005730022,129.09872370330672,35.13201380787091,parcel_address,
부산광역시 남구 대연동,31-1,31,1,우정빌,월세,19.95,202602,500,30,3,2013,부산광역시,남구,대연동,0,2629010600,2629010600000310001,129.10609032579188,35.138612374859896,parcel_address,
부산광역시 남구 대연동,1464-22,1464,22,성산빌로체,월세,14.06,202602,100,35,2,2010,부산광역시,남구,대연동,0,2629010600,2629010600014640022,129.0911385629697,35.13854791366131,parcel_address,
부산광역시 금정구 장전동,265-10,265,10,네버랜드201,월세,14.12,202602,"3,000",23,3,2016,부산광역시,금정구,장전동,0,2641010800,2641010800002650010,129.08486223044974,35.23588510134134,parcel_address,
부산광역시 남구 대연동,1722-22,1722,22,킹덤펠리스,월세,13.98,202602,"1,000",50,4,2022,부산광역시,남구,대연동,0,2629010600,2629010600017220022,129.09775669737496,35.13328424272416,parcel_address,
부산광역시 부산진구 가야동,408-183,408,183,대동빌라A동,월세,21.9,202602,100,25,4,2007,부산광역시,부산진구,가야동,0,2623011000,2623011000004080183,129.03638710129835,35.14967603047269,parcel_address,
부산광역시 남구 대연동,43-12,43,12,미소원룸,월세,27.94,202602,500,35,4,2010,부산광역시,남구,대연동,0,2629010600,2629010600000430012,129.1040756586993,35.13675276452467,parcel_address,
부산광역시 남구 대연동,874-11,874,11,센텀에이스1,월세,22.18,202602,"1,000",27,4,2018,부산광역시,남구,대연동,0,2629010600,2629010600008740011,129.09536142487346,35.132517706371225,parcel_address,
부산광역시 남구 대연동,874-11,874,11,센텀에이스1,월세,13.36,202602,500,21,2,2018,부산광역시,남구,대연동,0,2629010600,2629010600008740011,129.09536142487346,35.132517706371225,parcel_address,
부산광역시 남구 대연동,874-11,874,11,센텀에이스1,월세,9.07,202602,500,35,4,2018,부산광역시,남구,대연동,0,2629010600,2629010600008740011,129.09536142487346,35.132517706371225,parcel_address,
부산광역시 남구 대연동,50-24,50,24,어울림빌,월세,13.43,202602,"5,000",2,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600000500024,129.10287828281307,35.136358073250335,parcel_address,
부산광역시 부산진구 범천동,869-19,869,19,다사랑빌1,월세,18.29,202602,"1,000",40,5,2013,부산광역시,부산진구,범천동,0,2623010400,2623010400008690019,129.0581477059772,35.14864143330173,parcel_address,
부산광역시 부산진구 가야동,361-286,361,286,꿈에본빌나동,월세,20.06,202602,"1,000",15,2,2010,부산광역시,부산진구,가야동,0,2623011000,2623011000003610286,129.03841931367083,35.1522673069436,parcel_address,
부산광역시 부산진구 가야동,464-70,464,70,베스트빌,월세,17.42,202602,200,28,3,2002,부산광역시,부산진구,가야동,0,2623011000,2623011000004640070,129.03430588025202,35.148207281697545,parcel_address,
부산광역시 부산진구 가야동,211-3,211,3,솔빛하우스옴,월세,18.07,202602,300,25,5,2012,부산광역시,부산진구,가야동,0,2623011000,2623011000002110003,129.03331677268466,35.15290675898808,parcel_address,
부산광역시 중구 보수동3가,61-14,61,14,아트빌,월세,17.34,202602,300,28,4,2003,부산광역시,중구,보수동3가,0,2611012200,2611012200000610014,129.02289106018165,35.10385245647082,parcel_address,
부산광역시 부산진구 개금동,177-213,177,213,그린빌,월세,18.08,202602,500,35,3,2013,부산광역시,부산진구,개금동,0,2623011100,2623011100001770213,129.02146286736843,35.151772412426226,parcel_address,
부산광역시 서구 부용동1가,12-11,12,11,웰컴하우스,월세,19.98,202602,"1,000",40,4,2013,부산광역시,서구,부용동1가,0,2614010700,2614010700000120011,129.02126288666153,35.10708096148001,parcel_address,
부산광역시 남구 대연동,1723-4,1723,4,문화센토피아,월세,25.0382,202602,"2,000",65,2,2016,부산광역시,남구,대연동,0,2629010600,2629010600017230004,129.0974946029624,35.13304647876056,parcel_address,
부산광역시 부산진구 개금동,633-209,633,209,보금자리,월세,17.29,202602,"2,000",31,6,2018,부산광역시,부산진구,개금동,0,2623011100,2623011100006330209,129.02006699102122,35.14487011809196,parcel_address,
부산광역시 서구 부용동2가,27-9,27,9,누리마루,월세,13.92,202602,"1,000",25,5,2013,부산광역시,서구,부용동2가,0,2614010800,2614010800000270009,129.0191760573793,35.107058818321065,parcel_address,
부산광역시 사하구 하단동,510-2,510,2,아인스,월세,16.195,202602,300,27,2,2012,부산광역시,사하구,하단동,0,2638010300,2638010300005100002,128.9670002155932,35.109408782089574,parcel_address,
부산광역시 사하구 하단동,497-4,497,4,JK캐슬,월세,15.28,202602,"2,000",45,5,2019,부산광역시,사하구,하단동,0,2638010300,2638010300004970004,128.9657833477263,35.111908667369825,parcel_address,
부산광역시 사하구 하단동,487-34,487,34,은빌,월세,15.41,202602,300,45,10,2020,부산광역시,사하구,하단동,0,2638010300,2638010300004870034,128.96263279187346,35.111433123587176,parcel_address,
부산광역시 서구 암남동,62-23,62,23,별빛채,월세,18.48,202602,"2,800",22,2,2013,부산광역시,서구,암남동,0,2614012400,2614012400000620023,129.0159441779727,35.08192434089675,parcel_address,
부산광역시 금정구 장전동,384-16,384,16,(384-16),월세,17.35,202602,"1,500",36,4,2013,부산광역시,금정구,장전동,0,2641010800,2641010800003840016,129.0860894127737,35.234359697362244,parcel_address,
부산광역시 남구 대연동,60-5,60,5,주영빌,월세,14.68,202602,500,41,7,2019,부산광역시,남구,대연동,0,2629010600,2629010600000600005,129.10201091381646,35.13604064044765,parcel_address,
부산광역시 남구 대연동,571-9,571,9,션샤인에코시티5,월세,11.094,202602,"1,000",38,3,2020,부산광역시,남구,대연동,0,2629010600,2629010600005710009,129.0988294682855,35.13110701818896,parcel_address,
부산광역시 남구 대연동,572-27,572,27,솔푸른2,월세,12.055,202602,500,25,2,2013,부산광역시,남구,대연동,0,2629010600,2629010600005720027,129.09935822444544,35.13147040402814,parcel_address,
부산광역시 남구 대연동,905-8,905,8,동원ROSE,월세,12.15,202602,500,35,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600009050008,129.0985486228111,35.132326796471816,parcel_address,
부산광역시 남구 대연동,1755-2,1755,2,예림빌,월세,18.24,202602,300,30,4,2008,부산광역시,남구,대연동,0,2629010600,2629010600017550002,129.0889628888442,35.133492252839844,parcel_address,
부산광역시 남구 대연동,563-3,563,3,드림시티4,월세,11.09,202602,"2,000",36,2,2021,부산광역시,남구,대연동,0,2629010600,2629010600005630003,129.1000020211015,35.1313746813043,parcel_address,
부산광역시 남구 대연동,908-5,908,5,대박하우스A,월세,13.37,202602,500,29,5,2010,부산광역시,남구,대연동,0,2629010600,2629010600009080005,129.0991376888894,35.132832068754794,parcel_address,
부산광역시 금정구 장전동,134-21,134,21,라임빌,월세,16.67,202602,500,30,4,2013,부산광역시,금정구,장전동,0,2641010800,2641010800001340021,129.0839190821326,35.23888562635,parcel_address,
부산광역시 서구 동대신동1가,339-1,339,1,오크빌,월세,22.71,202602,"1,000",26,5,2011,부산광역시,서구,동대신동1가,0,2614010100,2614010100003390001,129.0217058769423,35.10801876452503,parcel_address,
부산광역시 남구 용당동,574-2,574,2,이안파크빌,월세,21.628,202602,300,32,3,2012,부산광역시,남구,용당동,0,2629010800,2629010800005740002,129.09666779636237,35.12472426912514,parcel_address,
부산광역시 남구 대연동,639-3,639,3,썬플라워,월세,17.71,202602,500,36,2,2012,부산광역시,남구,대연동,0,2629010600,2629010600006390003,129.09802102253542,35.1312982028097,parcel_address,
부산광역시 남구 대연동,38-8,38,8,렌시빌,월세,27.69,202602,500,39,3,2002,부산광역시,남구,대연동,0,2629010600,2629010600000380008,129.10448528021374,35.13870333557476,parcel_address,
부산광역시 남구 대연동,76-14,76,14,아데나,월세,14.828,202602,500,37,5,2015,부산광역시,남구,대연동,0,2629010600,2629010600000760014,129.09751831608605,35.135543944446866,parcel_address,
부산광역시 남구 대연동,573-39,573,39,선샤인3,월세,19.32,202602,"2,000",26,3,2012,부산광역시,남구,대연동,0,2629010600,2629010600005730039,129.09890766655235,35.13206862602513,parcel_address,
부산광역시 남구 대연동,284-5,284,5,제이엠스카이,월세,14.9,202602,300,33,2,2019,부산광역시,남구,대연동,0,2629010600,2629010600002840005,129.09169712220807,35.13899898478543,parcel_address,
부산광역시 부산진구 전포동,355-10,355,10,영원렉스빌,월세,21.98,202602,500,36,2,2013,부산광역시,부산진구,전포동,0,2623010200,2623010200003550010,129.06627175990883,35.152960221806666,parcel_address,
부산광역시 남구 대연동,1733-1,1733,1,인터빌원룸,월세,19.85,202602,500,24,5,2003,부산광역시,남구,대연동,0,2629010600,2629010600017330001,129.09456421114373,35.1333128252542,parcel_address,
부산광역시 남구 대연동,21-2,21,2,보리원룸,월세,16.05,202602,500,30,3,2011,부산광역시,남구,대연동,0,2629010600,2629010600000210002,129.1059600280709,35.137958295471165,parcel_address,
부산광역시 남구 대연동,76-10,76,10,제이캐슬,월세,23.13,202602,"1,000",47,10,2013,부산광역시,남구,대연동,0,2629010600,2629010600000760010,129.09676609663762,35.13555469203331,parcel_address,
부산광역시 남구 대연동,50-3,50,3,그린나래빌,월세,12.07,202602,500,22,4,2011,부산광역시,남구,대연동,0,2629010600,2629010600000500003,129.10281308064023,35.13645323023736,parcel_address,
부산광역시 남구 대연동,1722-34,1722,34,보람빌,월세,21.48,202602,300,34,4,2005,부산광역시,남구,대연동,0,2629010600,2629010600017220034,129.0978622668801,35.13346789671813,parcel_address,
부산광역시 남구 대연동,1723-30,1723,30,빠리지엥,월세,19.445,202602,"1,000",32,3,2013,부산광역시,남구,대연동,0,2629010600,2629010600017230030,129.09713709653482,35.13303299722169,parcel_address,
부산광역시 남구 대연동,1732-14,1732,14,villade금양,월세,12.62,202602,300,36,4,2018,부산광역시,남구,대연동,0,2629010600,2629010600017320014,129.09393324279446,35.13369899340117,parcel_address,
부산광역시 남구 대연동,638-26,638,26,예림2,월세,18.373,202602,500,46,5,2014,부산광역시,남구,대연동,0,2629010600,2629010600006380026,129.0975724800219,35.13178364936692,parcel_address,
부산광역시 수영구 광안동,694-9,694,9,광안메리움,월세,24.3,202602,"5,000",32,3,2017,부산광역시,수영구,광안동,0,2650010400,2650010400006940009,129.11316119238336,35.163658256613715,parcel_address,
부산광역시 수영구 광안동,1077-18,1077,18,투섬오피스텔,월세,26.37,202602,500,31,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400010770018,129.11411115233767,35.16563098093074,parcel_address,
부산광역시 사상구 주례동,152-18,152,18,퀸즈캐슬,전세,24.82,202602,"13,000",0,10,2020,부산광역시,사상구,주례동,0,2653010600,2653010600001520018,129.01075640491928,35.150602341849265,parcel_address,
부산광역시 연제구 연산동,1503-18,1503,18,코너스톤원룸,월세,15.98,202602,300,32,2,2012,부산광역시,연제구,연산동,0,2647010200,2647010200015030018,129.07479615159264,35.18231527373222,parcel_address,
부산광역시 수영구 남천동,26-7,26,7,세종엠-스테이,월세,23.52,202602,"1,000",62,4,2014,부산광역시,수영구,남천동,0,2650010500,2650010500000260007,129.1126802939557,35.14911300339017,parcel_address,
부산광역시 수영구 광안동,1036-34,1036,34,골든마린빌,전세,23.87,202602,"10,000",0,2,2016,부산광역시,수영구,광안동,0,2650010400,2650010400010360034,129.10900326758377,35.169581685756114,parcel_address,
부산광역시 수영구 광안동,1057-4,1057,4,골든패밀리,전세,16.96,202602,"5,000",0,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400010570004,129.1106363785529,35.16896370380239,parcel_address,
부산광역시 수영구 광안동,1069-17,1069,17,센텀큐브빌,월세,23.26,202602,"2,000",60,4,2018,부산광역시,수영구,광안동,0,2650010400,2650010400010690017,129.11284936720608,35.16736616801678,parcel_address,
